,target_end_date,horizon,mu_KL,sigma_KL,mu_CDF,sigma_CDF,KL_lower_98,KL_lower_95,KL_lower_90,KL_lower_80,KL_lower_70,KL_lower_60,KL_lower_50,KL_lower_40,KL_lower_30,KL_lower_20,KL_lower_10,KL_pred,KL_upper_10,KL_upper_20,KL_upper_30,KL_upper_40,KL_upper_50,KL_upper_60,KL_upper_70,KL_upper_80,KL_upper_90,KL_upper_95,KL_upper_98,KL_WIS,CDF_lower_98,CDF_lower_95,CDF_lower_90,CDF_lower_80,CDF_lower_70,CDF_lower_60,CDF_lower_50,CDF_lower_40,CDF_lower_30,CDF_lower_20,CDF_lower_10,CDF_pred,CDF_upper_10,CDF_upper_20,CDF_upper_30,CDF_upper_40,CDF_upper_50,CDF_upper_60,CDF_upper_70,CDF_upper_80,CDF_upper_90,CDF_upper_95,CDF_upper_98,CDF_WIS,wis_COVIDhub,y,lower_98_COVIDhub,lower_95_COVIDhub,lower_90_COVIDhub,lower_80_COVIDhub,lower_70_COVIDhub,lower_60_COVIDhub,lower_50_COVIDhub,lower_40_COVIDhub,lower_30_COVIDhub,lower_20_COVIDhub,lower_10_COVIDhub,pred_COVIDhub,upper_10_COVIDhub,upper_20_COVIDhub,upper_30_COVIDhub,upper_40_COVIDhub,upper_50_COVIDhub,upper_60_COVIDhub,upper_70_COVIDhub,upper_80_COVIDhub,upper_90_COVIDhub,upper_95_COVIDhub,upper_98_COVIDhub,lower_98_calculated,lower_95_calculated,lower_90_calculated,lower_80_calculated,lower_70_calculated,lower_60_calculated,lower_50_calculated,lower_40_calculated,lower_30_calculated,lower_20_calculated,lower_10_calculated,pred_calculated,upper_10_calculated,upper_20_calculated,upper_30_calculated,upper_40_calculated,upper_50_calculated,upper_60_calculated,upper_70_calculated,upper_80_calculated,upper_90_calculated,upper_95_calculated,upper_98_calculated,wis_calculated
55,2021-03-06,1,9.460507177933136,0.00012056112951946429,9.447633782826797,0.22143826709256526,12838.794811498217,12839.361934845681,12839.849712249377,12840.412111355578,12840.791573279377,12841.093165585115,12841.351910574429,12841.58427601499,12841.7996009784,12842.003926650503,12842.20161719721,12842.396176406257,12842.590738562874,12842.788438142998,12842.992779548473,12843.208128129372,12843.44052715836,12843.699319446452,12844.00098004657,12844.380548029194,12844.94314559083,12845.43113502909,12845.998551520424,939.2379551695622,7574.111584648046,8214.225559618273,8807.86407292084,9545.730113546926,10078.177977639345,10522.453013684479,10919.177668399227,11288.180028076782,11641.238156598018,11986.460970255812,12330.209066543555,12678.130533140466,13035.869298557343,13409.712359153345,13807.379563336845,14239.230187289426,14720.43030131523,15275.429940747868,15948.814773064585,16838.418005055446,18249.032056422966,19567.881676579884,21221.630024720263,681.2343775707292,390.9173913043479,11902.0,9395.0,9703.0,9943.0,10567.0,10892.0,11109.0,11267.0,11475.0,11897.0,12133.0,12253.0,12321.0,12378.0,12795.0,13139.0,13251.0,13514.0,13679.0,14080.0,14529.0,15022.0,15531.0,15965.0,9376.85,9678.0,9938.8,10490.26502,10872.26426,11096.8792831756,11230.81505847685,11475.0,11897.0,12133.0,12257.945098,12343.681085,12429.417072,12820.0,13139.0,13251.0,13518.7861712747,13679.0,14080.0,14529.0,15022.0,15531.9,15965.0,397.1380703795081
56,2021-03-13,1,9.374921509452623,0.19443733174508243,9.33767035551971,0.2896627414237131,7499.50754058502,8053.252628075564,8562.098227355558,9188.794601070373,9637.337597893196,10009.389910568436,10340.003867912124,10646.201842229575,10938.028244039944,11222.336198230318,11504.43914488831,11788.992185787669,12080.583417081649,12384.260665660588,12706.15998201432,13054.45254713082,13441.03334311672,13884.995788786291,14421.030221764255,15124.980238471471,16232.041850737725,17257.66509199575,18531.928397223954,1873.1188027865753,5789.57434789024,6437.797868046866,7053.064940712048,7835.755808215743,8412.333809868098,8900.68965249572,9342.188377291184,9757.30062069646,10158.411626064302,10554.263063079608,10951.929670100239,11357.917485364867,11778.955260874705,12222.766178306309,12699.061069091238,13221.104342191418,13808.572937571387,14493.51619266775,15334.899032778598,16463.28609029634,18290.24554413552,20038.263432383035,22281.82623673644,1505.718729023842,1708.3291304347829,8646.0,8271.0,8627.0,9074.0,9486.0,9816.0,10017.0,10249.0,10477.0,10636.0,10834.0,11098.0,11549.0,11824.0,12005.0,12278.0,12424.0,12624.0,12722.0,12827.0,13135.0,13489.0,13880.0,14672.0,8261.088,8491.557499999999,8857.51,9382.720198,9729.54,9949.8,10229.715,10463.56,10610.0,10834.0,11098.0,11549.0,11824.0,12005.0,12278.0,12424.0,12665.2002255,12722.0,12827.0,13135.0,13489.0,13895.9,14672.0,1668.985014528261
57,2021-03-20,1,9.233791275629578,0.196301263683646,9.227162270706431,0.26875038353320496,6484.21634442207,6967.751596325907,7412.36203077888,7960.29297318336,8352.683066397323,8678.291564679183,8967.73204529669,9235.876440087653,9491.50418499314,9740.608988156839,9987.841621999889,10237.28038206193,10492.948685740706,10759.276935186897,11041.654471021633,11347.261984370529,11686.556767261523,12076.329636987068,12547.09520136901,13165.584479617368,14138.800720441555,15040.993952225861,16162.61766329003,1962.9572608613394,5442.2909805430745,6005.441165338421,6536.173801527306,7206.544106981942,7697.2653835808305,8110.998356092509,8483.62311487925,8832.818439957337,9169.217670300359,9500.266592579292,9831.932005052662,10169.641835828117,10518.951414216126,10886.180304646254,11279.219098922063,11708.789869513608,12190.736630866648,12750.787329569755,13436.150361872142,14351.069463215683,15822.959763533056,17221.31850461604,19003.323313430268,1778.5365866211766,1886.602173913044,7087.0,6458.0,7184.0,7550.0,8067.0,8566.0,8763.0,9025.0,9233.0,9400.0,9732.0,10109.0,10367.0,10411.0,10510.0,10582.0,10685.0,10798.0,10884.0,11099.0,11447.0,11949.0,12407.0,12918.0,6369.66457299181,7100.4625,7550.0,8067.0,8532.0,8763.0,9025.198458646031,9233.0,9400.0,9732.0,10109.0,10367.0,10410.1783895736,10510.0,10581.0541114579,10684.1702213222,10798.0,10884.0,11098.92,11446.75,11948.9801448229,12408.045,12918.0,1877.012743366156
58,2021-03-27,1,9.032010961743476,0.2164927874302625,9.097197088750619,0.31226455488353266,5056.214834677682,5473.605918301097,5860.041796944306,6339.557760177341,6685.06095898883,6973.036313426879,7229.960093962992,7468.743314751245,7697.045707867011,7920.13191970549,8142.122598498977,8366.667714940706,8597.405382367497,8838.379128265093,9094.545012339508,9372.54444318289,9682.090598353649,10038.830361092625,10471.277536834814,11041.957704360902,11945.499891951782,12788.85065842631,13844.57166893572,769.23622132736,4318.921966733205,4842.419674483508,5343.133742970897,5985.014014393453,6461.105277397963,6866.354534038709,7234.220167392077,7581.341152773239,7917.851437181233,8250.967691247488,8586.594647664502,8930.226957763101,9287.611304540855,9665.406107668487,10072.044689127126,10519.108942615887,11023.84938139202,11614.45321848993,12342.92742390905,13324.773062413777,14925.502028106948,16468.82320782426,18465.013753763236,1104.0987043535874,753.3339130434782,6960.0,5437.0,5699.0,6059.0,6497.0,6892.0,7159.0,7441.0,7695.0,7938.0,8026.0,8261.0,8449.0,8553.0,8819.0,8987.0,9002.0,9099.0,9270.0,9526.0,9725.0,10310.0,10739.0,11221.0,5437.401774906661,5699.09688406647,6059.183634774345,6497.155443297745,6892.41613,7159.28617615958,7441.48002952589,7695.300946473189,7894.1559170653345,8016.0,8261.091324351635,8448.90075114516,8553.0,8818.7,8986.62472585662,9001.65,9099.0,9269.81409864314,9525.775350194486,9724.917235444154,10219.5232245154,10738.7822898594,11180.5483094025,749.9285818835525
59,2021-04-03,1,8.856913699856639,0.2024880330965387,8.861462616251893,0.4192643534665827,4384.610584291298,4722.267886855028,5033.397710423754,5417.636038530903,5693.3171797071955,5922.390645750045,6126.246941604624,6315.289465388076,6495.668937590486,6671.59301516501,6846.33520072683,7022.774872196776,7203.76164174996,7392.442373725733,7592.6540252300865,7809.518023815202,8050.502595744275,8327.611239381924,8662.676845293014,9103.484721895853,9798.4243930143,10444.000231931892,11248.28897741899,677.1595573507424,2660.0704300930192,3101.743288232606,3539.83050062082,4122.247188249983,4568.421599986014,4957.222256408047,5317.045692961753,5662.383379422967,6002.380863146193,6343.8632472812305,6692.731012439058,7054.793658130489,7436.443130060931,7845.395087942351,8291.728681260454,8789.605052116776,9360.482574877919,10039.919734174093,10894.378390766416,12073.539330844224,14060.027323361785,16045.851939977116,18710.073611493728,849.7067319502222,616.4004347826086,5786.0,4723.0,5077.0,5219.0,5493.0,5715.0,5975.0,6090.0,6324.0,6487.0,6651.0,6848.0,6970.0,7181.0,7312.0,7468.0,7520.0,7622.0,7828.0,8070.0,8391.0,8718.0,9134.0,9541.0,4722.684438442405,5028.775,5154.1576811126,5439.575000000001,5673.62,5908.895,6088.0,6278.73,6390.285,6499.463900000001,6624.87005,6780.535,6955.344999999999,7114.66217,7285.79,7405.546180499999,7563.43,7724.125252220595,8013.126362422475,8276.20952989261,8672.828338757747,9114.637,9465.2466,548.6760653864857
60,2021-04-10,1,8.795947426574653,0.19711891758629282,8.866974376767791,0.2537027984300316,4177.132359604012,4489.970665568498,4777.705360127969,5132.4036138402025,5386.476818455841,5597.346695094971,5784.821231598251,5958.524516877175,6124.139117640305,6285.545554175571,6445.7559302134305,6607.412650063078,6773.123649248692,6945.761756385819,7128.822694843588,7326.965225124964,7546.975123404398,7799.74947174017,8105.094183015374,8506.326706357293,9137.83890747173,9723.426984279828,10451.644374599688,300.00309498837953,3931.4885969771894,4314.453865813917,4673.532125654904,5124.771195639521,5453.584214132187,5729.8963159201,5978.0782931041185,6210.10137453229,6433.13654018101,6652.177394011743,6871.197931522827,7093.785348981917,7323.583322577632,7564.709657732509,7822.279266594672,8103.21563892674,8417.720228836431,8782.32132012844,9227.287706867852,9819.324347640624,10767.400164255612,11663.536601042628,12799.678629647178,396.88016817736553,270.9691304347827,6877.0,4270.0,4534.0,4807.0,5147.0,5275.0,5612.0,5808.0,5986.0,6156.0,6284.0,6408.0,6457.0,6654.0,6778.0,6919.0,7103.0,7271.0,7431.0,7539.0,7850.0,8421.0,8693.0,9227.0,4298.637,4579.682500000001,4925.1,5152.8,5309.6,5612.29076,5841.92267143873,5986.30546,6156.0,6284.0,6408.0,6456.92420578804,6653.10763969249,6777.1824384433,6905.42359051364,7040.57044837484,7249.134643870349,7375.0,7517.5,7811.81698471245,8167.5,8627.5,9227.0,263.8197906504788
61,2021-04-17,1,8.605973242338179,0.22299125742175135,8.619966073635954,0.4526023407540161,3252.6261809692155,3529.5243963014477,3786.4540898581663,4105.974746977453,4336.650945162366,4529.193037497291,4701.175791539317,4861.18013046971,5014.305202971677,5164.063524196685,5313.212174336698,5464.201303410482,5619.481192263929,5781.783230259045,5954.463215860508,6142.026232899096,6351.069861698683,6592.233017449673,6884.920244157427,7271.719317361102,7885.34475148257,8459.353876539335,9179.504259938009,317.29998628395873,1933.4390365258823,2282.1694585235973,2632.0057362785824,3102.404811159445,3466.4070197782034,3785.928072450482,4083.421152803909,4370.449634959145,4654.403913693553,4940.889139471786,5234.839448165631,5541.198397774609,5865.486417975884,6214.444165161425,6596.952102322744,7025.565387572969,7519.400653154812,8110.264932641955,8857.840267547266,9897.12224950577,11665.962296462849,13454.2505460413,15880.966042080248,592.661085993607,391.90130434782606,5028.0,3749.0,3982.0,4245.0,4554.0,4721.0,4776.0,5081.0,5200.0,5275.0,5526.0,5635.0,5793.0,5852.0,6027.0,6149.0,6331.0,6453.0,6687.0,6847.0,7164.0,7442.0,7803.0,8113.0,3801.4782,4055.25758369942,4260.233960797876,4599.17628963772,4747.1298828125,4807.231396484375,5081.0,5178.0,5235.69161630493,5486.93062865367,5622.11506809944,5785.71405067282,5841.5955276069,5998.8,6147.00130293984,6330.54538339222,6453.0,6677.170652509954,6851.679100651305,7163.5,7450.209264999999,7891.0,8167.0,382.52003892052255
62,2021-04-24,1,8.660660142063355,0.21975096205116848,8.688688077882773,0.23674007668067304,3461.450357458331,3751.669316103282,4020.6625244356387,4354.817369632262,4595.821994169496,4796.842012451856,4976.292279641615,5143.158299454013,5302.7752728233445,5458.814236855157,5614.152608993964,5771.343311721886,5932.935198162647,6101.765360849875,6281.315331702266,6476.25479956409,6693.417860125323,6943.81919089549,7247.539975223965,7648.633867869788,8284.307230294658,8878.288787017384,9622.672632004633,424.64337234388745,3421.8899822247245,3731.949588201481,4020.99757619229,4382.144353477101,4643.960131253835,4863.154607473261,5059.431087707467,5242.435504628615,5417.920130999595,5589.866395623956,5761.418559113808,5935.390362766595,6114.6154192694685,6302.272051797444,6502.284623365777,6719.941280597262,6963.00792474782,7244.034294999796,7585.952024293335,8039.182627671661,8761.22357471868,9439.800277527389,10295.146524704664,506.60520911652014,479.0247826086957,5034.0,3287.0,3571.0,3928.0,4534.0,5059.0,5194.0,5327.0,5400.0,5656.0,5684.0,5771.0,5807.0,5870.0,6080.0,6254.0,6461.0,6602.0,6745.0,6960.0,7239.0,7677.0,8054.0,8748.0,3287.0,3571.354765,3928.85,4534.03648224643,5059.5,5194.0,5323.25,5400.0,5553.04502944466,5632.0,5722.0,5805.0,5844.1,6068.97689895419,6254.0,6460.7,6554.046449383485,6744.8,6959.5,7238.07496907795,7676.2,8041.5,8747.18029612,465.3531237900807
63,2021-05-01,1,8.60783662784164,0.217632447096116,8.582667217807181,0.4784449560858359,3299.5713570579683,3573.4431210742587,3827.101885539597,4141.980874760023,4368.937366825611,4558.1519181441845,4726.998781247121,4883.952262903435,5034.041360147608,5180.723917081848,5326.70773951601,5474.392709217289,5626.172300088388,5784.708086049113,5953.263668428155,6136.213853350669,6339.958379854863,6574.808403255905,6859.557145930501,7235.421031843308,7830.723202840984,8386.582497421155,9082.687504431777,363.8895243591483,1753.9713020571373,2090.0271499769906,2430.1184900731064,2891.4556381093144,3251.2372340636907,3568.84675107026,3865.9433214765722,4153.765027731388,4439.569024574962,4728.931579095727,5026.831681448669,5338.325029199457,5669.120416851656,6026.247925292832,6419.027153228171,6860.69479788115,7371.477475901759,7985.132482595736,8765.19062306578,9855.836534988886,11726.88255070232,13635.092787043994,16247.537279517614,598.6010633230035,266.115652173913,4871.0,3276.0,3631.0,3838.0,4225.0,4393.0,4452.0,4596.0,4720.0,4765.0,5001.0,5106.0,5232.0,5404.0,5580.0,5687.0,5812.0,5961.0,6109.0,6316.0,6623.0,7058.0,7283.0,7839.0,3274.5,3575.34252,3851.555795,4236.178449999999,4413.92159,4490.50505,4596.0,4715.8451000000005,4761.59325,4999.41929627187,5087.07023510015,5185.158475596315,5363.4247520195,5526.98707200969,5664.70788301649,5793.5,5961.0,6115.5,6317.342209284599,6622.72847,7072.953833344391,7293.88333333333,7930.26015599909,258.030444551132
64,2021-05-08,1,8.579460601618896,0.21780648680146286,8.634883896780794,0.24469741442724288,3205.9602808764344,3472.2835215845,3718.9654800484645,4025.2019297358192,4245.940743179412,4429.978622987723,4594.211216284193,4746.8796637354635,4892.874805628236,5035.55969144956,5177.568094223193,5321.234485793373,5468.887311089036,5623.116036312067,5787.09604836517,5965.084109697929,6163.3075014993165,6391.799794668025,6668.848711155976,7034.56297275875,7613.820726410093,8154.730533028446,8832.15447855014,382.27225538556297,3183.1692117036155,3481.734184047711,3760.8206372381806,4110.465421158807,4364.554172380112,4577.6514282634635,4768.742865084415,4947.137706455761,5118.39900564704,5286.388115151228,5454.165404364661,5624.480666083969,5800.1143012342145,5984.196028377947,6180.601146618358,6394.562803835153,6633.778263612117,6910.7015374372995,7248.113212420284,7696.155914683259,8411.670168451285,9085.927038340173,9938.140469202888,534.8731012607807,182.03043478260864,4662.0,2937.0,3223.0,3428.0,3678.0,3823.0,4031.0,4206.0,4276.0,4356.0,4502.0,4577.0,4708.0,4769.0,4889.0,5088.0,5154.0,5324.0,5411.0,5644.0,5938.0,6183.0,6401.0,6707.0,2924.6855128390043,3186.0,3387.977653915761,3584.974023321656,3794.3888106715167,3987.110437867697,4179.25,4264.0,4356.0,4502.0,4577.0,4708.0,4768.3983848999005,4889.0,5087.922911817781,5154.0,5327.513418908366,5411.0,5644.0,5938.0,6183.0,6476.091955,6707.0,185.34929535762257
65,2021-05-15,1,8.471186860195003,0.21611922200554357,8.497922148300795,0.23615848598472142,2888.2855435428505,3126.285909894034,3346.6073289441592,3619.9624538070293,3816.899345708096,3981.031891805528,4127.45659683177,4263.534667457266,4393.632887091362,4520.752229195243,4647.241179013244,4775.179578139523,4906.640117249609,5043.926065273409,5189.860097432077,5348.2243682751305,5524.54991797704,5727.74612793648,5974.048026474891,6299.054284250951,6813.5690154825525,7293.747488454644,7894.766517963725,421.21651611895214,2831.424883962072,3087.324141598193,3325.8348560288177,3623.7796809335655,3839.7387453951164,4020.518494420607,4182.379701408139,4333.282067679366,4477.971579013916,4619.732490894691,4761.157809227239,4904.567281846308,5052.296350173174,5206.963881473288,5371.802790104874,5551.1688014898855,5751.457767944509,5983.004494454836,6264.691901501231,6638.036067347296,7232.70434746711,7791.465722062153,8495.64484596071,492.08366692616886,255.1017391304348,4008.0,2476.0,2846.0,3043.0,3347.0,3549.0,3677.0,3843.0,3989.0,4109.0,4217.0,4308.0,4418.0,4570.0,4744.0,4827.0,4892.0,4989.0,5118.0,5210.0,5361.0,5652.0,5878.0,6103.0,2476.0,2846.4389650000003,3043.8750379618723,3347.78423,3549.0,3677.0,3887.834339916415,3989.853257435355,4109.624473813879,4217.991333440592,4308.0,4417.841692001821,4569.1949,4744.0,4826.5970984417945,4892.0,5016.5,5118.0,5210.0,5361.0,5652.0,6002.06511379298,6294.213151653445,255.16341666325832
66,2021-05-22,1,8.358832138452076,0.21187938429876121,8.34988092840313,0.4384676741655467,2606.925882224109,2817.3617493602396,3011.885473263604,3252.8856763779863,3426.289821487833,3570.67506119598,3699.384248521996,3818.918249329392,3933.1294089991407,4044.661369740915,4155.579174071185,4267.707763103309,4382.861879974436,4503.054245161425,4630.747594925176,4769.237873696443,4923.3408393650825,5100.808457533457,5315.758590247712,5599.129930545968,6047.152095566481,6464.675526807337,6986.51606301652,254.42809562087666,1525.1569271133058,1790.947482547887,2056.304634748076,2411.3981274337543,2685.00640035304,2924.4368861896473,3146.7925544630843,3360.846834451053,3572.1765243597506,3784.9820116903784,4002.932473652328,4229.677078741316,4469.265546742149,4726.619079079824,5008.1982422848405,5323.11321273044,5685.207359810265,6117.474538402301,6662.989029775636,7419.002273784071,8700.154582213177,9989.219876497029,11730.050772080707,433.77656731532056,258.5960869565218,3878.0,2559.0,2857.0,3092.0,3364.0,3558.0,3695.0,3833.0,3948.0,4063.0,4156.0,4250.0,4357.0,4430.0,4524.0,4638.0,4738.0,4842.0,4943.0,5115.0,5300.0,5571.0,5834.0,6112.0,2429.7605020676274,2821.1023003973223,2977.988353318567,3358.3688,3548.57837,3695.0,3833.235,3948.0,4063.0,4156.0,4250.0,4357.0,4429.790654637437,4523.22512,4637.29,4737.904402062437,4829.779825,4852.0,5114.6428,5299.01656,5570.51848,5833.545,6111.18,257.5244416312209
67,2021-05-29,1,8.20186092599346,0.17882905941031702,8.203419898311692,0.24376387637430277,2406.2921717811623,2569.232281626402,2718.1677174807915,2900.6271898156597,3030.601876265578,3138.0428626140747,3233.2482413990765,3321.204759826748,3404.8440914478074,3486.1564403934526,3566.674847715024,3647.7321547010365,3730.631594008147,3816.7965494222453,3907.946888335176,4006.3623999906517,4115.350532652629,4240.206541141905,4390.530467444955,4587.2664778011285,4895.190898953017,5178.959476570486,5529.648489273298,446.73201984117276,2072.146535697396,2265.7281830879306,2446.6230410248013,2673.1796444188735,2837.7730257373255,2975.78468830879,3099.5234790716604,3215.0236621321014,3325.8903370056123,3434.62499310275,3543.2093848256613,3653.42330317336,3767.065499807286,3886.159874505648,4013.2116455130204,4151.602984880835,4306.307702552995,4485.372172459108,4703.512828938151,4993.118161750696,5455.47949494474,5891.042858450483,6441.388966576125,423.00544252706,404.7639130434782,4475.0,2396.0,2609.0,2739.0,2995.0,3185.0,3270.0,3406.0,3490.0,3531.0,3616.0,3678.0,3742.0,3781.0,3841.0,3986.0,4084.0,4197.0,4242.0,4325.0,4410.0,4598.0,4872.0,5027.0,2338.0,2566.5,2739.0,2985.0,3157.1767,3269.0,3357.1875985661063,3485.06412,3531.0,3616.0,3678.0,3742.0,3781.0,3841.0,3986.0,4035.6,4171.5,4202.0,4323.0,4394.0,4540.935404148186,4860.439518381495,5017.886603728286,415.0744768315394
68,2021-06-05,1,8.097095230984209,0.00013992853481883843,8.0804440626359,0.40044334785293695,3283.8431532142017,3284.0115121584845,3284.1563170427353,3284.3232757248566,3284.4359267502296,3284.525460969852,3284.6022753031625,3284.671258479526,3284.735182966251,3284.795842203298,3284.8545317833405,3284.912291886067,3284.970053004434,3285.0287456971073,3285.08941035538,3285.15334297995,3285.22233772983,3285.2991683608143,3285.3887261125333,3285.5014136824448,3285.668440746074,3285.813318690773,3285.981778643223,14.56844885304672,1272.6715232569982,1473.7854752753126,1671.9959468875743,1933.8251496842752,2133.2698156459483,2306.3522393687754,2465.9912340035607,2618.747334220827,2768.7328650288537,2918.9898700170115,3072.1220159285763,3230.667536903689,3397.395246636585,3575.6248561227517,3769.6712694218622,3985.5745522348375,4232.461409466744,4525.420079311001,4892.589140601977,5397.185332762568,6242.367245825116,7081.907719339959,8201.026378976894,284.58608567495463,134.78434782608696,3270.0,1973.0,2184.0,2443.0,2612.0,2778.0,2881.0,2928.0,2975.0,3025.0,3084.0,3130.0,3227.0,3388.0,3475.0,3541.0,3603.0,3684.0,3795.0,3969.0,4152.0,4355.0,4550.0,4755.0,1897.233295,2044.4891,2390.5299789974515,2561.748896347846,2763.585116761262,2876.725399824247,2911.3969572295173,2965.5,3024.7705600594627,3080.5,3128.25,3226.0,3368.702021913579,3473.7486877009387,3511.2676570148624,3581.496485,3695.02003,3784.5328051932,3948.0533285460033,4151.197954836269,4344.1525,4550.0,4743.5,134.38606668338852
69,2021-06-12,1,8.134776361771882,0.2243534419819376,8.080114349877169,0.51515299643053,2024.0428658919448,2197.4474059288746,2358.421430910783,2558.7032264496497,2703.3552439728423,2824.130309600294,2932.0357756827407,3032.447419788345,3128.5608606441006,3222.5784119643163,3316.2297730223117,3411.0531415878445,3508.5878636606835,3610.550946266669,3719.0529617316956,3836.9283697418264,3968.329319592618,4119.952785175509,4304.0157451290515,4547.336093713743,4933.504836005051,5294.908767028259,5748.536125794413,559.8234910145227,974.2707786421313,1176.6574523275144,1384.0414363151344,1668.898690009599,1893.5195719551525,2093.4122089992525,2281.6381116673174,2465.051193526184,2648.1468090952453,2834.4461359283832,3027.158078570366,3229.6025201820025,3445.5856508464435,3679.84852707375,3938.7289264108153,4231.284309939891,4571.422779550228,4982.455148359015,5508.436560598161,6249.829603680707,7536.141740189231,8864.374604294546,10705.783922723198,503.7677380102658,532.9491304347827,2456.0,1905.0,2058.0,2260.0,2541.0,2584.0,2701.0,2818.0,2954.0,3098.0,3235.0,3367.0,3457.0,3534.0,3701.0,3778.0,3853.0,3946.0,4044.0,4248.0,4449.0,4667.0,4767.0,4914.0,1905.0,2043.524165,2260.0,2541.0,2584.0,2701.0,2808.374427609454,2954.0,3098.0,3235.0,3367.0,3457.0,3533.6201,3701.0,3778.0,3853.0,3966.03675,4044.0,4248.0,4449.0,4667.0,4822.6222,4914.0,532.8944786158339
70,2021-06-19,1,7.986393698895115,0.2265574881028899,8.028784943121172,0.24572670449876377,1736.0056817265965,1886.2559826352708,2025.8401712493005,2199.639132765977,2325.24794090568,2430.1739211977824,2523.9565160909633,2611.2565884671253,2694.846331622225,2776.6377036791287,2858.133818437277,2940.67286235891,3025.5955223756155,3114.398710338001,3208.923930815954,3311.645788317755,3426.1909142584004,3558.410699737879,3718.9827077304876,3931.352536240849,4268.627410069248,4584.50865790375,4981.295265585455,515.1496138031995,1732.1854333305569,1895.3701955010772,2047.96210380667,2239.199019395022,2378.2152297678367,2494.830652067373,2599.423060522923,2697.0820174384367,2790.849795767212,2882.838835391577,2974.724160363816,3068.011599007116,3164.2245345165065,3265.078524711795,3372.698590199343,3489.955111035867,3621.0708886104358,3772.8793991857724,3957.881967041761,4203.599184401788,4596.127611026716,4966.151305947793,5433.999726890645,595.1701130469671,314.9178260869565,2072.0,1381.0,1597.0,1808.0,1999.0,2111.0,2216.0,2290.0,2357.0,2430.0,2477.0,2531.0,2615.0,2777.0,2854.0,2922.0,2934.0,2991.0,3122.0,3267.0,3374.0,3570.0,3710.0,4079.0,1381.0,1567.406280287445,1808.0,1999.0,2111.0,2216.0,2293.5,2357.0,2430.0,2477.0,2531.0,2615.0,2777.0,2857.2989805805264,2922.0,2934.0,3001.5,3122.0,3267.0,3374.0,3570.0,3717.037477990671,4079.0,315.5687280151992
71,2021-06-26,1,7.856960636648865,0.21713304299460479,7.758417100857995,0.3915356370455338,1559.0526555476206,1688.1485798591843,1807.6963219983377,1956.0715808811383,2063.000387546169,2152.137594396462,2231.672592336364,2305.599382863312,2376.2878716603423,2445.367284437465,2514.1131749566157,2583.6557611243084,2655.121956514953,2729.764618375688,2809.1197079277813,2895.2458703822335,2991.1543095138363,3101.696243479646,3235.7129607380843,3412.5934639794023,3692.698276119503,3954.1999866786855,4281.62388758199,265.9627899160908,941.5891227559575,1086.830948192879,1229.5435576860557,1417.4914335544129,1560.2736373941398,1683.9413981862851,1797.8204099909083,1906.635810075318,2013.340187367226,2120.1087879878223,2228.794656100802,2341.1957938996825,2459.2654735464625,2585.337967763307,2722.4399432175114,2874.8005866715785,3048.8016016022884,3254.981290487408,3512.9720928489687,3866.8295381717094,4457.912622216429,5043.28456462101,5821.220331571511,223.85714688644222,167.83,2099.0,1223.0,1442.0,1590.0,1729.0,1838.0,1931.0,2017.0,2091.0,2167.0,2213.0,2258.0,2338.0,2440.0,2621.0,2674.0,2735.0,2828.0,2917.0,2927.0,3061.0,3267.0,3431.0,3595.0,1218.3928836181876,1388.500857966245,1554.3267566420118,1694.8245566620951,1791.4506346991689,1898.1270403941755,1991.0,2078.524009195028,2160.511083984375,2186.5460945844534,2237.5535038105927,2323.529742499484,2429.5,2521.302733157293,2624.673432169144,2681.7151110031527,2718.269748467137,2763.569640211703,2877.5,2981.49469540062,3232.5,3431.0,3576.0,153.79094542456235
72,2021-07-03,1,7.667202110319208,0.22456405198709295,7.70645208999107,0.24846441673159225,1267.482597252829,1376.1770168726364,1477.0868980020311,1602.6466500991028,1693.3370194790666,1769.0611053401717,1836.718728662599,1899.679765206973,1959.94753707757,2018.9027672347643,2077.6299773721794,2137.0937201901625,2198.2593717928826,2262.203828236738,2330.2509289030377,2404.178668702421,2486.5917124947046,2581.6912457628255,2697.14151190131,2849.76702044322,3092.0114280710022,3318.7369886870547,3603.3390744576827,260.8112213962802,1246.9270235462861,1365.7660810928787,1476.9944028162304,1616.5218723322953,1718.032934109634,1803.2378996897266,1879.6960883382453,1951.1168329761013,2019.718986351853,2087.0447514001085,2154.318511881709,2222.6425170544244,2293.1334115042337,2367.050229902306,2445.9540124149785,2531.9548656051893,2628.158769530335,2739.5940155583744,2875.462781031169,3056.030260506443,3344.724766186325,3617.119964397529,3961.8515481107856,311.4053607165729,117.8873913043478,1668.0,896.0,1054.0,1165.0,1357.0,1408.0,1451.0,1507.0,1586.0,1658.0,1716.0,1774.0,1820.0,1866.0,1957.0,2062.0,2120.0,2182.0,2230.0,2272.0,2418.0,2544.0,2607.0,2724.0,887.870122699067,1028.813946593881,1155.5506738033264,1298.0,1378.0,1447.5,1507.0,1580.525,1647.585,1707.68836,1763.525,1814.3919225817936,1865.0371408499032,1956.1160019965123,2056.876858088649,2100.6909,2181.31804995875,2207.030074620396,2258.990668548527,2374.37021665763,2429.398682780622,2569.752684023464,2711.589629363618,115.95538914052555
