conf_level,mu,sigma,E(X),Var(X)
0.95,9.795039375153713,0.9618434138672797,28498.614514639492,1236309716.8947334
0.9,9.795038619256413,0.9123910021104623,27208.026199560296,961590649.4952812
0.8,9.795039319918825,0.8656493797687083,26100.604246920302,760008036.6366327
0.5,9.79503895014754,0.7650401164251339,24044.994861720326,459930647.7462313
